date,name,close
2018-01-01,btcusd,13657.2001953125
2018-01-02,acwi.us,72.7699966430664
2018-01-02,btcusd,14982.099609375
2018-01-02,dbc.us,16.690000534057617
2018-01-02,ewa.us,23.31999969482422
2018-01-02,ewg.us,33.2599983215332
2018-01-02,ewj.us,60.290000915527344
2018-01-02,ewt.us,36.79999923706055
2018-01-02,ewu.us,36.150001525878906
2018-01-02,ewy.us,75.87000274658203
2018-01-02,ewz.us,41.68000030517578
2018-01-02,gld.us,125.1500015258789
2018-01-02,inda.us,36.13999938964844
2018-01-02,mchi.us,69.12999725341797
2018-01-02,qqq.us,158.49000549316406
2018-01-02,spy.us,268.7699890136719
2018-01-02,tlt.us,125.48999786376953
2018-01-02,uup.us,23.93000030517578
2018-01-02,vgk.us,59.540000915527344
2018-01-02,vnm.us,18.0
2018-01-02,vnq.us,82.66999816894531
2018-01-03,acwi.us,73.13999938964844
2018-01-03,btcusd,15201.0
2018-01-03,dbc.us,16.790000915527344
2018-01-03,ewa.us,23.469999313354492
2018-01-03,ewg.us,33.43000030517578
2018-01-03,ewj.us,61.119998931884766
2018-01-03,ewt.us,37.16999816894531
2018-01-03,ewu.us,36.09000015258789
2018-01-03,ewy.us,76.54000091552734
2018-01-03,ewz.us,42.189998626708984
2018-01-03,gld.us,124.81999969482422
2018-01-03,inda.us,36.27000045776367
2018-01-03,mchi.us,69.68000030517578
2018-01-03,qqq.us,160.02999877929688
2018-01-03,spy.us,270.4700012207031
2018-01-03,tlt.us,126.08999633789062
2018-01-03,uup.us,24.020000457763672
2018-01-03,vgk.us,59.75
2018-01-03,vnm.us,18.299999237060547
2018-01-03,vnq.us,82.43000030517578
2018-01-04,acwi.us,73.6500015258789
2018-01-04,btcusd,15599.2001953125
2018-01-04,dbc.us,16.770000457763672
2018-01-04,ewa.us,23.559999465942383
2018-01-04,ewg.us,33.97999954223633
2018-01-04,ewj.us,61.869998931884766
2018-01-04,ewt.us,37.15999984741211
2018-01-04,ewu.us,36.22999954223633
2018-01-04,ewy.us,75.98999786376953
2018-01-04,ewz.us,42.470001220703125
2018-01-04,gld.us,125.45999908447266
2018-01-04,inda.us,36.43000030517578
2018-01-04,mchi.us,70.11000061035156
2018-01-04,qqq.us,160.30999755859375
2018-01-04,spy.us,271.6099853515625
2018-01-04,tlt.us,126.06999969482422
2018-01-04,uup.us,23.940000534057617
2018-01-04,vgk.us,60.45000076293945
2018-01-04,vnm.us,18.510000228881836
2018-01-04,vnq.us,81.01000213623047
2018-01-05,acwi.us,74.12999725341797
2018-01-05,btcusd,17429.5
2018-01-05,dbc.us,16.709999084472656
2018-01-05,ewa.us,23.700000762939453
2018-01-05,ewg.us,34.33000183105469
2018-01-05,ewj.us,62.040000915527344
2018-01-05,ewt.us,37.459999084472656
2018-01-05,ewu.us,36.38999938964844
2018-01-05,ewy.us,76.98999786376953
2018-01-05,ewz.us,42.84000015258789
2018-01-05,gld.us,125.33000183105469
2018-01-05,inda.us,37.02000045776367
2018-01-05,mchi.us,70.61000061035156
2018-01-05,qqq.us,161.9199981689453
2018-01-05,spy.us,273.4200134277344
2018-01-05,tlt.us,125.70999908447266
2018-01-05,uup.us,23.959999084472656
2018-01-05,vgk.us,60.86000061035156
2018-01-05,vnm.us,18.489999771118164
2018-01-05,vnq.us,81.05000305175781
2018-01-06,btcusd,17527.0
2018-01-07,btcusd,16477.599609375
2018-01-08,acwi.us,74.19999694824219
2018-01-08,btcusd,15170.099609375
2018-01-08,dbc.us,16.700000762939453
2018-01-08,ewa.us,23.56999969482422
2018-01-08,ewg.us,34.22999954223633
2018-01-08,ewj.us,62.400001525878906
2018-01-08,ewt.us,37.36000061035156
2018-01-08,ewu.us,36.349998474121094
2018-01-08,ewy.us,77.06999969482422
2018-01-08,ewz.us,42.66999816894531
2018-01-08,gld.us,125.30999755859375
2018-01-08,inda.us,36.9900016784668
2018-01-08,mchi.us,70.95999908447266
2018-01-08,qqq.us,162.5500030517578
2018-01-08,spy.us,273.9200134277344
2018-01-08,tlt.us,125.62999725341797
2018-01-08,uup.us,24.06999969482422
2018-01-08,vgk.us,60.689998626708984
2018-01-08,vnm.us,18.770000457763672
2018-01-08,vnq.us,81.47000122070312
2018-01-09,acwi.us,74.29000091552734
2018-01-09,btcusd,14595.400390625
2018-01-09,dbc.us,16.809999465942383
2018-01-09,ewa.us,23.600000381469727
2018-01-09,ewg.us,34.220001220703125
2018-01-09,ewj.us,62.439998626708984
2018-01-09,ewt.us,37.310001373291016
2018-01-09,ewu.us,36.380001068115234
2018-01-09,ewy.us,76.76000213623047
2018-01-09,ewz.us,42.34000015258789
2018-01-09,gld.us,124.7300033569336
2018-01-09,inda.us,36.86000061035156
2018-01-09,mchi.us,71.0
2018-01-09,qqq.us,162.55999755859375
2018-01-09,spy.us,274.5400085449219
2018-01-09,tlt.us,123.94999694824219
2018-01-09,uup.us,24.1200008392334
2018-01-09,vgk.us,60.790000915527344
2018-01-09,vnm.us,18.809999465942383
2018-01-09,vnq.us,80.41999816894531
2018-01-10,acwi.us,74.12000274658203
2018-01-10,btcusd,14973.2998046875
2018-01-10,dbc.us,16.8700008392334
2018-01-10,ewa.us,23.399999618530273
2018-01-10,ewg.us,33.91999816894531
2018-01-10,ewj.us,62.84000015258789
